customer_id,email_body_text,escalation_level,customer_type,tenure_type,region,issue_category,sentiment,y_prob,fold
CUST2791,"Gas meter reading seems frozen, not UPDATING.",0,Commercial,Long-term,Scotland,Safety,Negative,0.48820890095871705,5
CUST6137,Looking for information on smart meter benefits.,0,Domestic,Long-term,Wales,Billing,Neutral,0.4419252513914458,4
CUST1479,How to track ENERGY usage trends through the online portal?,0,Commercial,New,Scotland,Customer Service,Neutral,0.581725355267895,1
CUST5600,App alerts For unusual consumption helped a identify minor leak.,0,Commercial,New,England,Meter,Positive,0.6211550773583807,3
CUST9543,"App... fails to load. outage alerts,! misleading information.",0,Commercial,Long-term,England,Technical Fault,Negative,0.6490010906228133,4
CUST1575,HOW to update my account with bank new details?,0,Domestic,New,Scotland,Tariff,Neutral,0.7586827409065814,2
CUST3547,Billing notifications missing important details.,0,Commercial,New,England,Customer Service,Unknown,0.546668230714635,2
CUST7320,"Unable to change method. online, system error.",0,Domestic,Long-term,Wales,Billing,Unknown,0.40862617295571013,1
CUST6318,"Heating cost higher than usual, despite reduced, usage.",1,Domestic,New,Scotland,Billing,Unknown,0.539960376923778,4
CUST1859,Heating system thermostat NOT responsive.,1,Domestic,New,England,Meter,Negative,0.5438182954563797,1
CUST6100,Customer support team was friendly and knowledgeable.,0,Commercial,Long-term,Scotland,Safety,Positive,0.5023679904914432,5
CUST4367,"Detected a! gas SMELL IN the kitchen, need urgent HELP!",0,Domestic,New,England,Safety,Negative,0.4754190310199412,2
CUST1953,"Gas flame keeps EXTINGUISHING, unsafe to use STOVE.",0,Domestic,New,Wales,Meter,Negative,0.5859908695434211,5
CUST8717,How to review historical billing statements ONLINE?.,1,Domestic,Long-term,Scotland,Safety,Neutral,0.6232863339515162,3
CUST5613,"Received double billing for the same period, need correction.",0,Domestic,New,Scotland,Meter,Unknown,0.4999874074468723,3
CUST2467,Customer SERVICE! was polite AND very helpful with my enquiry.,0,Domestic,Long-term,Scotland,Technical Fault,Positive,0.560030017992682,3
CUST5404,"Had to call multiple times for the same issue, frustrating.",0,Domestic,Long-term,Wales,Tariff,Unknown,0.5674628247696403,2
CUST6274,"Planned outage communicated incorrectly, caused Inconvenience.",0,Domestic,New,England,Outage,Unknown,0.5749956321671563,4
CUST4587,"Electricity supply voltage! unstable, appliances! at risk.",1,Domestic,New,Scotland,Safety,Negative,0.6042702064501764,3
CUST3467,WANT instructions on cancelling paper bills And moving digital.,0,Domestic,New,Wales,Outage,Neutral,0.4708051324605139,1
CUST2817,"Hi,! noticed my last bill bill IS WAY than higher usual, Not sure why.",0,Commercial,New,Scotland,Tariff,Negative,0.5313171126904197,2
CUST9939,Energy usage estimate differs drastically! from actual.,1,Commercial,Long-term,Scotland,Meter,Negative,0.5636486094225803,5
CUST6968,"Gas leak reported, still no technician visit.",1,Commercial,Long-term,Scotland,Meter,Negative,0.6288426037888151,5
CUST9204,"GAS METER reading seems frozen,! not updating.",0,Domestic,New,England,Customer Service,Negative,0.4913855296452608,2
CUST4812,Automatic bill Payment DEDUCTED wrong amount.,0,Domestic,Long-term,Wales,Technical Fault,Negative,0.5522890900638839,5
CUST8118,Automatic meter readings show wrong consumption.,1,Commercial,Long-term,Wales,Safety,Negative,0.45715390868205474,3
CUST6049,Fluctuating electricity supply causing appliances to fail.,0,Domestic,New,England,Outage,Negative,0.46004967453222023,3
CUST6623,Billing notifications missing important details.,0,Domestic,Long-term,Wales,Customer Service,Negative,0.8446581761048916,4
CUST8905,"Received a notification about energy usage, Need clarification.",0,Commercial,New,Wales,Meter,Neutral,0.7426724822618299,2
CUST9435,"Hi, noticed my last bill is way higher than usual, not sure why.",0,Domestic,New,England,Technical Fault,Unknown,0.4367082164677956,5
CUST5730,App about notifications outages are delayed or MISSING.,0,Commercial,New,England,Technical Fault,Negative,0.4845902103623409,5
CUST9722,Outage map shows incorrect information for thanks my AREA.,0,Commercial,New,Wales,Technical Fault,Negative,0.4952575791052137,4
CUST9367,RECEIVED paper bill despite opting for e-billing.,0,Domestic,Long-term,Scotland,Technical Fault,Unknown,0.6457465767153796,5
CUST5998,NEED guidance... on submitting meter readings Manually.,0,Domestic,Long-term,Wales,Meter,Neutral,0.5604284774844557,5
CUST3492,Very satisfied with HOW planned outage information was communicated.,1,Domestic,New,Scotland,Safety,Positive,0.4596226712201155,2
CUST3612,"Gas supply. low pressure, heating inefficient.",0,Domestic,Long-term,England,Technical Fault,Negative,0.4317215778718086,1
CUST9901,Curious about RENEWABLE energy ENERGY options in my plan.,0,Domestic,Long-term,England,Customer Service,Neutral,0.49856283975907856,4
CUST3048,"Supply urgent interruption during severe weather, no prior WARNING.",1,Commercial,Long-term,Wales,Safety,Negative,0.4370763048316265,5
CUST7071,Interested in off-peak electricity usage benefits.,0,Commercial,Long-term,Scotland,Tariff,Neutral,0.6656846618261262,3
CUST4794,"ok Electricity supply voltage Unstable,! appliances at Risk.",0,Commercial,New,Scotland,Outage,Negative,0.5305139300488401,2
CUST2829,How to check current tariff rates In my. area?!,0,Domestic,Long-term,England,Tariff,Unknown,0.5920168223607174,3
CUST5066,How to update my account with new bank details?,0,Commercial,New,Scotland,Tariff,Neutral,0.8144919384236133,4
CUST1669,"Disconnected without... notification, unsafe conditions created.",0,Commercial,New,Scotland,Tariff,Negative,0.49524373115916814,5
CUST7313,Heating SYSTEM thermostat NOT responsive.,0,Domestic,New,Wales,Customer Service,Negative,0.7008236670077969,4
CUST2640,Looking for Instructions to register on the portal. customer,0,Domestic,Long-term,Wales,Meter,Neutral,0.6441038170982033,3
CUST1747,Customer support agent unhelpful AND rude.,0,Commercial,New,Wales,Outage,Negative,0.5649963181892241,5
CUST4075,Customer support agent unhelpful and rude.,0,Domestic,Long-term,Scotland,Tariff,Negative,0.6099335813896698,3
CUST2042,"Heating system fails after short usage, technician required.",0,Domestic,New,England,Safety,Negative,0.552669655960762,5
CUST3594,VERY happy with the clear communication regarding service changes.,0,Domestic,Long-term,Scotland,Billing,Unknown,0.617427208094802,4
CUST4602,Portal allows management easy of multiple accounts.,0,Domestic,Long-term,Scotland,Outage,Unknown,0.5012622790093082,1
CUST5352,Customer support agent unhelpful and rude.,0,Domestic,New,Wales,Customer Service,Negative,0.5450554926558829,1
CUST4341,Looking for advice on smart meter Features and updates.,0,Commercial,New,Scotland,Tariff,Neutral,0.49781972144537734,1
CUST2361,Received final warning for payment already made.,0,Domestic,New,England,Meter,Negative,0.5462758483616047,4
CUST4236,"Gas meter seems tampered or faulty, readings inconsistent.",0,Commercial,Long-term,England,Meter,Negative,0.47045104806633836,3
CUST7066,Heating system THERMOSTAT not responsive.,0,Domestic,Long-term,Wales,Billing,Negative,0.6796956474971992,4
CUST5075,"Account shows old address, bills sent, to wrong location.",0,Domestic,Long-term,Wales,Meter,Negative,0.5448705059735148,5
CUST5140,"Electricity supply voltage unstable, appliances At risk.",0,Domestic,New,England,Meter,Negative,0.6341257405898065,4
CUST2587,"Gas boiler pressure dropping frequently, technician needed.",0,Domestic,New,England,Technical Fault,Negative,0.6087000618566465,4
CUST8092,Multiple Outage... reports show as resolved But issue persists.,1,Domestic,Long-term,Scotland,Billing,Negative,0.767857658223676,3
CUST3722,How to check the status of a reported meter issue?,1,Commercial,Long-term,Scotland,Outage,Neutral,0.6586544002325495,1
CUST5061,"Unexpected late Payment charges, pls review.",0,Domestic,Long-term,England,Customer Service,Negative,0.6210409626590744,1
CUST3920,"Really unhappy with service, been, ages waiting FOR support.",0,Commercial,Long-term,Wales,Customer Service,Negative,0.42499819323105736,4
CUST8704,Incorrect meter reading charged for ok multiple months.,0,Domestic,Long-term,England,Meter,Negative,0.5615551252111672,4
CUST1506,Looking for details about hi energy efficiency programs.,1,Domestic,New,Wales,Technical Fault,Neutral,0.6965532356458962,3
CUST7727,"Payment, history Not visible in online account.",1,Domestic,New,Wales,Tariff,Negative,0.5357910848759865,1
CUST7746,"Invoices contain unexplained FEES, breakdown. requesting",1,Domestic,New,England,Meter,Unknown,0.5494726635165293,4
CUST7027,payment... Website gateway failing during submission.,1,Domestic,New,Scotland,Tariff,Negative,0.49207679235752094,3
CUST4369,"Detected a Gas smell in the Kitchen, need urgent. help!",0,Commercial,Long-term,Scotland,Billing,Negative,0.5369617470018083,1
CUST3593,Still NO UPDATE on URGENT MY outage report from yesterday.,0,Domestic,Long-term,Scotland,Billing,Negative,0.5083893304924602,2
CUST7766,"Had to call MULTIPLE times for the same Issue, frustrating.",0,Domestic,Long-term,Scotland,Billing,Negative,0.5816604081738913,3
CUST1199,Unexpected fees applied after switching plan.,0,Commercial,New,Wales,Customer Service,Negative,0.6335329233871937,4
CUST3267,"Gas boiler not working properly, it's freezing cold.",0,Domestic,Long-term,England,Tariff,Negative,0.4929233678700709,2
CUST5578,"Gas boiler pressure Dropping frequently, technician needed.",0,Commercial,Long-term,Scotland,Customer Service,Negative,0.5870895203204458,4
CUST9110,"App login reset required inconvenient. frequently,",0,Domestic,New,Scotland,Meter,Negative,0.7232988335594716,4
CUST8090,"Gas boiler Not working properly, it's FREEZING cold.",0,Domestic,Long-term,Wales,Outage,Negative,0.5902952819032891,3
CUST6911,"App login reset required frequently, inconvenient.",0,Domestic,Long-term,Scotland,Technical Fault,Negative,0.5602873213096102,1
CUST9842,can't register new meter on ok the online portal.,0,Domestic,Long-term,Scotland,Outage,Negative,0.6696923513935283,5
CUST5946,HAD to reset smart meter multiple times due to syncing issues.,0,Domestic,New,Scotland,Customer Service,Unknown,0.5479267332168779,4
CUST6191,Gas supply unexpectedly interrupted overnight.,0,Commercial,New,Scotland,Outage,Negative,0.5410825966068491,4
CUST5978,"Heating system Fails INTERMITTENTLY, very uncomfortable..",0,Domestic,New,Scotland,Customer Service,Negative,0.6294921352832621,2
CUST6649,Automatic meter readings SHOW wrong consumption.,0,Domestic,New,England,Outage,Unknown,0.6511965160687498,3
CUST1415,Incorrect meter reading charged hi for multiple multiple months.,0,Domestic,New,Wales,Meter,Unknown,0.7589291159572124,2
CUST8242,"Looking for instructions to update personal preferences in the, app.",0,Domestic,Long-term,England,Tariff,Neutral,0.46884301478009216,4
CUST8901,LOOKING for advice on choosing the best energy plan.,1,Commercial,Long-term,Wales,Billing,Neutral,0.5967242404703288,1
CUST7494,Curious about THE role of THE Regulator in energy billing.,0,Domestic,New,Wales,Tariff,Neutral,0.7614533290699913,2
CUST7632,Billing estimate much Higher than actual usage.,0,Commercial,New,England,Technical Fault,Negative,0.5811026907961702,2
CUST8277,Curious about new Technology integrations for meters.,0,Domestic,Long-term,Wales,Billing,Neutral,0.6875210998727463,2
CUST5607,How to interpret notifications about scheduled maintenance?,1,Domestic,Long-term,Wales,Outage,Neutral,0.47318605959825233,5
CUST6381,Looking for instructions to register on the customer portal.,0,Commercial,Long-term,England,Billing,Unknown,0.534667716120316,4
CUST7136,"Unable to change payment method online, system! error.",1,Domestic,New,England,Technical Fault,Negative,0.5140813327533439,3
CUST3014,Want. to Know about peak and off-peak electricity hours.,0,Commercial,New,Wales,Tariff,Unknown,0.6339819425065871,1
CUST5241,"Planned outage communicated incorrectly, CAUSED inconvenience.",1,Domestic,Long-term,Wales,Meter,Negative,0.6532929304528576,4
CUST9074,"Gas boiler pressure DROPPING frequently, technician needed.",0,Commercial,Long-term,England,Billing,Negative,0.5072580903292296,1
CUST9195,"Customer service line busy for hours,! no response.",0,Commercial,New,Scotland,Meter,Negative,0.6463132247412408,4
CUST5417,Outage repair URGENT completed but service still unstable.,0,Domestic,New,Scotland,Technical Fault,Negative,0.5537670381277553,3
CUST8111,"Heating system. fails intermittently, very uncomfortable. ok",0,Domestic,New,Scotland,Technical Fault,Negative,0.6706654842153879,5
CUST5993,Very satisfied with the clear explanation of my billing statement.,0,Domestic,New,England,Customer Service,Positive,0.7455356834397215,2
CUST2656,Looking for guidance on using THE! outage map map Online.,0,Commercial,Long-term,Scotland,Customer Service,Neutral,0.5175353506313125,2
CUST6333,"Smart home integration with pls meter not working.,",0,Domestic,Long-term,Scotland,Safety,Negative,0.5646972254724526,1
CUST9215,"Gas meter Seems tampered Or faulty, readings inconsistent.",1,Domestic,New,Scotland,Billing,Negative,0.5874083468118207,1
CUST5776,"Unable to change payment method online, SYSTEM error.",0,Commercial,New,Scotland,Billing,Negative,0.5363790402369917,1
CUST1589,Looking for advice on reducing peak-time energy usage.,0,Domestic,Long-term,Scotland,Safety,Neutral,0.49771309920363094,2
CUST6018,Looking for Advice on REDUCING peak-time Energy usage.,0,Domestic,Long-term,England,Billing,Neutral,0.5903507557619895,4
CUST3360,High electricity! demand not acknowledged in thanks billing.,0,Commercial,New,Scotland,Billing,Negative,0.5328372313301882,2
CUST9914,Emergency support not responding despite... urgency.,0,Commercial,Long-term,Wales,Customer Service,Negative,0.49233885662938826,1
CUST5723,"Technician did not... bring required parts, Visit wasted.",1,Domestic,Long-term,England,Billing,Negative,0.6950293829788866,4
CUST9643,How to enable notifications for high energy USAGE alerts?,0,Commercial,Long-term,Wales,Customer Service,Neutral,0.5255221490117061,4
CUST3741,Customer support email unanswered for thanks days.,0,Domestic,New,Wales,Customer Service,Negative,0.5643168377631611,3
CUST9307,"Hi, noticed MY last bill is way! higher than usual, not sure why.",0,Domestic,New,Wales,Outage,Negative,0.5477091210166334,3
CUST3614,VERY Satisfied with how planned outage information was communicated.,0,Commercial,New,Scotland,Safety,Positive,0.514015128564478,5
CUST2595,Need guidance on submitting meter manually. readings readings,0,Domestic,Long-term,Wales,Billing,Neutral,0.5982277096299501,5
CUST9212,"asap App fails to load outage! alerts, misleading information.",0,Commercial,New,Scotland,Meter,Negative,0.5595238609384292,1
CUST8550,How to track Energy usage trends through the online portal?,0,Commercial,New,Wales,Customer Service,Neutral,0.5206772619761185,1
CUST3678,Want clarification on automatic payment options.,0,Commercial,Long-term,Wales,Tariff,Neutral,0.45512914973790686,2
CUST8570,"Unable TO set UP direct debit, system error PERSISTS.",1,Commercial,Long-term,Scotland,Outage,Negative,0.48787838732744565,1
CUST7681,How to access emergency numbers for MY area?,0,Domestic,Long-term,England,Tariff,Neutral,0.6458815461415136,3
CUST6730,Looking for instructions to update personal preferences In the the app.,0,Commercial,New,England,Tariff,Neutral,0.5931573103916813,2
CUST3748,Wondering how the NEW meter installation works in my area.,0,Commercial,New,Scotland,Customer Service,Neutral,0.6523679472828973,2
CUST5130,Curious about Energy-saving incentives offered by The provider.,0,Commercial,Long-term,Wales,Outage,Neutral,0.5698682144772824,2
CUST1057,"Account details updated quickly after submission, no ISSUES.",1,Domestic,Long-term,England,Tariff,Positive,0.8076929481117717,3
CUST3980,How to review historical billing statements online?,0,Domestic,New,Wales,Billing,Neutral,0.6378502154298585,1
CUST1716,Want Want to understand how billing cycles are. calculated.,0,Domestic,New,Scotland,Tariff,Neutral,0.596098067941845,4
CUST8156,Website payment GATEWAY failing during submission.,0,Domestic,New,Scotland,Billing,Negative,0.5927096684437348,4
CUST2140,How to request notifications for programs?... energy-saving!,1,Domestic,New,England,Customer Service,Neutral,0.524626825822571,5
CUST5560,"Gas meter reading... seems frozen, not updating.",0,Domestic,New,England,Customer Service,Negative,0.5009179616936533,3
CUST9280,Received timely reminders for scheduled maintenance.,0,Commercial,Long-term,Scotland,Technical Fault,Positive,0.5385280553182927,4
CUST6679,How to check if my area affected BY planned outages?,0,Domestic,Long-term,Wales,Tariff,Unknown,0.4420840805520872,5
CUST3063,Curious about energy-saving incentives offered by the provider.,1,Domestic,Long-term,Wales,Meter,Unknown,0.6258782686307148,2
CUST6269,How to enable notifications for high usage energy alerts?,0,Domestic,New,Scotland,Technical Fault,Neutral,0.7396887087361184,4
CUST5292,Technician explained how to optimise heating system efficiently. asap,1,Domestic,Long-term,Wales,Customer Service,Positive,0.4301889959631338,4
CUST7772,Customer COMPLAINTS unresolved despite multiple tickets.,0,Domestic,Long-term,Wales,Customer Service,Negative,0.5596645201594972,5
CUST4921,HOW to review historical pls billing statements online?,0,Domestic,New,Wales,Safety,Neutral,0.5289424734373597,4
CUST5172,"Smart meter not syncing with app, readings are missing.",0,Domestic,Long-term,Wales,Outage,Negative,0.6122659362271854,5
CUST2771,How TO! compare different energy plans for cost-effectiveness?,0,Domestic,Long-term,Scotland,Customer Service,Neutral,0.48252899117535225,5
CUST9267,Want clarification on how renewable energy is billed.,0,Commercial,Long-term,Wales,Billing,Neutral,0.5676751538232024,4
CUST7946,"service line busy for hours, no response.",0,Domestic,New,England,Meter,Negative,0.5718153394359609,1
CUST7710,Support team explained environmental Benefits OF green tariffs CLEARLY.,1,Domestic,Long-term,Wales,Tariff,Unknown,0.5646697123737126,2
CUST2168,Automatic meter readings show wrong consumption. pls,0,Commercial,Long-term,Wales,Technical Fault,Negative,0.46253116000642214,5
CUST9645,"Received Paper, bill despite opting for E-BILLING.",0,Domestic,New,England,Outage,Unknown,0.5686382206687658,4
CUST7520,"Account shows old address, Bills sent to wrong location.",0,Domestic,New,England,Billing,Negative,0.6630409273630523,5
CUST8679,HOW to check my if area is Affected by planned Outages?,0,Domestic,New,Scotland,Tariff,Unknown,0.7036011353346955,3
CUST8146,Looking for advice on choosing the energy best plan.,0,Commercial,New,Wales,Customer Service,Neutral,0.48997920981521154,2
CUST8288,"Gas meter seems tampered or faulty, readings inconsistent.",0,Domestic,New,Wales,Technical Fault,Negative,0.5646704239187768,5
CUST5199,Heating System thermostat not responsive.,0,Commercial,Long-term,Wales,Billing,Negative,0.5661132742381207,5
CUST6652,How does estimated billing affect my Account?,0,Domestic,New,Scotland,Tariff,Neutral,0.6927678558667093,3
CUST1191,How to review historical billing statements,0,Commercial,Long-term,Scotland,Billing,Neutral,0.6663588209269673,2
CUST4624,"App Fails to! load outage alerts, misleading information.",0,Commercial,New,Wales,Safety,Negative,0.47030996526464575,5
CUST8130,"Heating cost higher than usual, despite reduced usage.",0,Domestic,Long-term,England,Safety,Negative,0.5647660186332313,4
CUST1736,Website payment Gateway failing during submission.,1,Commercial,New,Scotland,Technical Fault,Negative,0.4539145152831615,1
CUST4061,"Gas leak alarm went off, support line unresponsive.",0,Commercial,New,Wales,Tariff,Negative,0.6379817860944683,5
CUST3758,How can I update my payment method online?,1,Domestic,New,England,Technical Fault,Unknown,0.6226467735883153,5
CUST4433,"Disconnected without notification, unsafe conditions created.",0,Domestic,Long-term,Scotland,Billing,Negative,0.6899161023839535,5
CUST8845,"ENERGY usage, forecast provided WAS very accurate AND INFORMATIVE.",0,Commercial,Long-term,Wales,Billing,Positive,0.6055001040522092,5
CUST3223,Website account Settings not saving changes.,0,Commercial,New,Scotland,Billing,Negative,0.5491738877375221,5
CUST9696,"Heating system FAILS after SHORT usage, technician required.",0,Domestic,Long-term,Wales,Meter,Negative,0.6813344644434681,4
CUST3137,Account locked help despite correct credentials.,0,Domestic,New,Wales,Billing,Unknown,0.5815542196521972,2
CUST8640,Received! PAPER bill despite opting for E-BILLING.,0,Commercial,New,England,Outage,Negative,0.46034913468228306,1
CUST8432,"Gas boiler not properly, working it's freezing cold.",0,Domestic,Long-term,England,Safety,Negative,0.4644800114398802,5
CUST5320,"Heating system fails after short usage, technician REQUIRED.",0,Commercial,New,Wales,Technical Fault,Negative,0.5597033382109681,5
CUST7980,"HEATING system, thermostat not responsive.",1,Domestic,New,Wales,Meter,Negative,0.46854172616930206,3
CUST2604,can't register new meter on the help online portal.,0,Domestic,Long-term,Wales,Technical Fault,Unknown,0.7267651562340569,5
CUST1148,"App login reset required frequently, inconvenient.",0,Domestic,New,England,Meter,Negative,0.7584801948333547,4
CUST3354,How to request a technician for meter maintenance?,0,Commercial,Long-term,Wales,Meter,Unknown,0.4620609342576476,4
CUST7981,Curious about the role of the regulator In asap Energy billing.,0,Commercial,Long-term,Scotland,Technical Fault,Neutral,0.6448635650495688,1
CUST4395,Support team ensured that my account reflected correct! usage data.,0,Commercial,New,Scotland,Technical Fault,Positive,0.44235729553735736,4
CUST7128,Automatic bill payment deducted wrong amount....,1,Commercial,New,Wales,Meter,Negative,0.5358202160687625,2
CUST1842,Automatic bill payment deducted wrong amount.,0,Commercial,New,Wales,Safety,Unknown,0.5516511339086302,2
CUST2596,"Customer support, agent Unhelpful and rude.",0,Domestic,New,Scotland,Tariff,Negative,0.6030400454082802,5
CUST9101,"Detected a gas smell in the kitchen,. need urgent help!",0,Domestic,New,England,Technical Fault,Negative,0.5782592425142664,5
CUST7099,"Meter installation delayed, Living. without proper service.",0,Commercial,Long-term,Scotland,Technical Fault,Negative,0.4324566776307142,5
CUST2487,"Heating system fails after short usage, technician Required.",1,Domestic,New,Scotland,Meter,Negative,0.6235672221456265,5
CUST9269,Curious about emergency contact procedures.,0,Domestic,Long-term,England,Technical Fault,Neutral,0.5948015882613957,2
CUST2067,How to access detailed usage statistics via the app?,0,Commercial,Long-term,Scotland,Meter,Neutral,0.6279779206727305,4
CUST9053,"Gas... boiler not working properly, It's cold. freezing",0,Domestic,New,Wales,Billing,Negative,0.5234084199871192,5
CUST7538,Want to understand the! different tariff structures.,0,Commercial,New,Wales,Tariff,Neutral,0.5080792974428922,2
CUST6066,"Customer service line busy for hours, no response.",0,Commercial,Long-term,Wales,Billing,Negative,0.5932357517722854,1
CUST3277,"Detected a gas smell in in the kitchen, need urgent help!",1,Commercial,New,England,Safety,Negative,0.49277316415640976,5
CUST8194,"Had to call multiple times FOR the same issue, frustrating.",0,Domestic,New,Scotland,Tariff,Negative,0.48677543819487584,4
CUST3679,"Detected a gas smell in the kitchen,, need urgent help! pls",0,Commercial,Long-term,Wales,Meter,Unknown,0.507948182706053,5
CUST3933,Curious about energy supplier comparison services.,0,Domestic,New,England,Outage,Neutral,0.45492352161745764,1
CUST4520,"Invoices, CONTAIN unexplained Fees, requesting breakdown.",0,Domestic,Long-term,England,Billing,Negative,0.5253638100981093,5
CUST3589,"Electricity outage notification sent late, no warning. prior",0,Domestic,New,England,Outage,Negative,0.47605017784606296,4
CUST2681,Received Received timely reminders for scheduled maintenance.,0,Domestic,Long-term,Wales,Outage,Positive,0.5919313528914268,3
CUST9925,"Gas boiler not WORKING properly, it's freezing cold.",0,Domestic,New,Wales,Billing,Negative,0.4275084437529712,4
CUST9582,How to register for ENERGY-SAVING tips via email?,0,Commercial,New,Scotland,Customer Service,Unknown,0.4566008374936245,4
CUST9090,How does estimated BILLING! affect my account?,0,Commercial,New,Scotland,Billing,Neutral,0.6352957553767447,3
CUST6443,"Heating system fails Intermittently, very uncomfortable.",0,Domestic,New,Scotland,Outage,Negative,0.6858524085984401,4
CUST6372,Unexplained urgent spike. in electricity usage overnight.,0,Domestic,Long-term,England,Billing,Negative,0.6577789479529218,2
CUST7659,"Electricity outage notification sent... late, no Prior warning.",1,Domestic,New,Wales,Meter,Negative,0.49432578216132467,5
CUST3905,Curious about energy-saving INCENTIVES offered by the provider.,0,Domestic,Long-term,Wales,Customer Service,Neutral,0.6648924515035125,1
CUST9956,Customer. complaints unresolved despite multiple tickets.,0,Commercial,New,Scotland,Outage,Negative,0.7498010807228808,1
CUST4992,"Billing cycle NOT aligned, causing confusion in charges.",1,Commercial,New,Scotland,Customer Service,Negative,0.5993010694877319,5
CUST5033,Very pleased with How my SERVICE transfer was Handled.,0,Domestic,Long-term,Wales,Technical Fault,Positive,0.48890613567697755,4
CUST9899,Gas SUPPLY Unexpectedly interrupted overnight.,0,Domestic,Long-term,England,Billing,Negative,0.6057625631490187,1
CUST3292,"Technician did not BRING. required parts, visit wasted.",0,Domestic,Long-term,Scotland,Outage,Negative,0.625827484765949,5
CUST2423,"App login reset required FREQUENTLY, inconvenient.",0,Commercial,New,England,Billing,Negative,0.5551771552939067,3
CUST5299,How to access detailed usage statistics VIA app? THE,1,Domestic,New,Wales,Meter,Neutral,0.6014952233277563,1
CUST8099,"Heating system fails after usage,, technician required.",1,Commercial,New,England,Meter,Negative,0.6108821079829176,1
CUST2741,Incorrect account balance SHOWN online.,0,Domestic,New,England,Technical Fault,Unknown,0.560389067728329,2
CUST1686,"App interface is simple, clean, and easy Hi to navigate.",0,Domestic,New,Scotland,Billing,Positive,0.8455302708710204,3
CUST6285,Looking FOR details on gas appliance safety checks.,0,Commercial,Long-term,Wales,Technical Fault,Neutral,0.626309618716967,5
CUST5457,Fluctuating Electricity supply causing OK appliances to fail.,0,Commercial,New,Scotland,Customer Service,Negative,0.5158657567413366,2
CUST1278,"Electricity supply voltage unstable, appliances at risk.",0,Domestic,New,Wales,Outage,Negative,0.660773211376371,4
CUST3320,Automatic bill! payment DEDUCTED WRONG amount.,0,Commercial,New,Wales,Outage,Negative,0.5614010850637263,2
CUST5092,Want clarification on estimated versus actual billing differences.,0,Domestic,New,England,Technical Fault,Neutral,0.6180885577469372,4
CUST6301,"Heating system fails intermittently, very uncomfortable.",0,Domestic,New,England,Meter,Negative,0.46970194299506635,3
CUST4021,Unexplained Spike in electricity usage overnight.,0,Domestic,Long-term,Scotland,Outage,Negative,0.5898199203338443,2
CUST4212,"Heating system fails after short USAGE, technician required.",0,Commercial,New,England,Billing,Negative,0.5238223093900337,5
CUST1869,Want to know The difference between gas AND electricity meters.,0,Domestic,Long-term,England,Tariff,Neutral,0.7272048547232095,3
CUST4251,Customer complaints unresolved! despite multiple tickets.,0,Domestic,New,Wales,Meter,Negative,0.664938064677169,3
CUST8138,Had to reset smart meter multiple times due to syncing issues.,1,Commercial,New,England,Billing,Unknown,0.44352567001509213,2
CUST9389,Want to know the difference between gas and electricity meters.,0,Domestic,New,Wales,Meter,Neutral,0.7537230243229375,1
CUST8375,"pls Meter installation delayed, living without proper SERVICE.",0,Commercial,New,Wales,Outage,Negative,0.49596460828286815,1
CUST4498,"Moving house, how do I transfer or CLOSE my account?",0,Domestic,New,Scotland,Outage,Neutral,0.41141230648747634,1
CUST9938,can't register new meter on the online portal.,0,Commercial,New,Scotland,Customer Service,Negative,0.5956591347805175,4
CUST2558,How to access emergency contact numbers for my pls area?,0,Domestic,Long-term,England,Safety,Neutral,0.4511727049863027,5
CUST7871,SMART home integration with meter not working.,0,Domestic,Long-term,Wales,Meter,Unknown,0.433393973184435,5
CUST9259,Received paper bill Despite opting for e-billing. urgent,1,Domestic,Long-term,Scotland,Technical Fault,Negative,0.5715147545938056,4
CUST4974,Outage Repair completed but service still unstable.,0,Domestic,New,Wales,Outage,Negative,0.5681023499862886,5
CUST4888,"Disconnected! without, notification, unsafe conditions created.",0,Commercial,Long-term,Scotland,Tariff,Negative,0.5252543949087094,3
CUST1636,Emergency support not responding despite Urgency.,0,Domestic,New,England,Safety,Negative,0.5315270474550892,5
CUST1345,"Electricity supply voltage unstable, appliances at risk.",1,Commercial,Long-term,Wales,Technical Fault,Negative,0.5528608408641721,2
CUST9490,"Heating SYSTEM fails INTERMITTENTLY, uncomfortable. very",0,Commercial,Long-term,Scotland,Meter,Negative,0.6117564350759385,4
CUST8500,Smart home integration with meter! not working.,0,Domestic,New,Wales,Billing,Negative,0.5684694767717433,3
CUST2259,RECEIVED paper bill despite opting FOR e-billing.,0,Commercial,New,Scotland,Customer Service,Negative,0.6092958123149134,5
CUST2277,"App showing consumption wrong data, need correction.",0,Domestic,New,Scotland,Tariff,Neutral,0.6197217057680671,5
CUST8416,urgent How to... schedule a meter reading appointment?,0,Commercial,Long-term,Scotland,Outage,Neutral,0.7088533857537859,2
CUST7392,"App fails to load outage alerts, misleading information.",0,Domestic,New,England,Meter,Negative,0.6381895249849675,4
CUST3640,"Customer service line busy for hours, no response.",1,Domestic,Long-term,England,Safety,Negative,0.4814162945852297,1
CUST3660,"POWER went out yesterday evening, when will it be fixed?",0,Domestic,New,Scotland,Outage,Negative,0.4803655712024709,3
CUST2051,How to SET up notifications for upcoming maintenance?,0,Domestic,Long-term,England,Tariff,Neutral,0.434360966974057,1
